Source,Target,Category,Type
Reporterre | Le quotidien de l'écologie,Societe Generale Group,Mention,Undirected
Reporterre | Le quotidien de l'écologie,Crédit Agricole,Mention,Undirected
Reporterre | Le quotidien de l'écologie,Audrey Boehly,Mention,Undirected
Reporterre | Le quotidien de l'écologie,Nicolas Haeringer,Mention,Undirected
Reporterre | Le quotidien de l'écologie,isulana bianchi,Mention,Undirected
Loup Espargilière,vert,Mention,Undirected
Loup Espargilière,Nakabuye Hilda F.,Mention,Undirected
Loup Espargilière,Vanessa Nakate,Mention,Undirected
Pauline Boyer,AXA France,Mention,Undirected
Attac France,BNP Paribas Group #Vivatech,Mention,Undirected
Attac France,Maxime.L,Mention,Undirected
Lulu,Marie Cohuet ✌🏻,Mention,Undirected
Lorette Philippot,Jean-Luc Mélenchon,Mention,Undirected
Lorette Philippot,Emmanuel Macron,Mention,Undirected
Lorette Philippot,ENGIE,Mention,Undirected
Lorette Philippot,BNP Paribas Group #Vivatech,Mention,Undirected
Lorette Philippot,Societe Generale Group,Mention,Undirected
Lorette Philippot,Teïssir,Mention,Undirected
Lorette Philippot,Camille Crosnier,Mention,Undirected
Lorette Philippot,Crédit Agricole,Mention,Undirected
Lorette Philippot,Amundi,Mention,Undirected
Lorette Philippot,Gouvernement,Mention,Undirected
Lorette Philippot,Maxence Cordiez,Mention,Undirected
Lorette Philippot,Emma Tosini,Mention,Undirected
Jean-Luc Mélenchon,Julie Garnier 🐝🐢✌️,Mention,Undirected
Jean-Luc Mélenchon,Samuel Leré,Mention,Undirected
Jean-Luc Mélenchon,Guillaume QUINTIN 🏳️‍🌈🔻,Mention,Undirected
Emmanuel Macron,Maxime Combes,Mention,Undirected
Emmanuel Macron,Delphine Batho,Mention,Undirected
Emmanuel Macron,Matthieu Auzanneau,Mention,Undirected
Emmanuel Macron,Stacy Algrain,Mention,Undirected
Emmanuel Macron,350.org - France,Mention,Undirected
Emmanuel Macron,Charles de Lacombe,Mention,Undirected
Emmanuel Macron,Samuel Leré,Mention,Undirected
Emmanuel Macron,Info-Birmanie,Mention,Undirected
Emmanuel Macron,isulana bianchi,Mention,Undirected
ENGIE,Maxime Combes,Mention,Undirected
ENGIE,Rodolphe Saade,Mention,Undirected
ENGIE,ENSOSP,Mention,Undirected
ENGIE,Jérôme Gleizes,Mention,Undirected
ENGIE,Nicolas Nace,Mention,Undirected
ENGIE,Kogutyak Volodymyr,Mention,Undirected
Matthieu ORPHELIN,Crédit Mutuel,Mention,Undirected
Maxime Combes,Renault France,Mention,Undirected
Maxime Combes,Societe Generale Group,Mention,Undirected
Maxime Combes,Decathlon,Mention,Undirected
Maxime Combes,Bruno Le Maire,Mention,Undirected
Maxime Combes,Lactalis,Mention,Undirected
Maxime Combes,BNP Paribas Group,Mention,Undirected
Maxime Combes,AXA France,Mention,Undirected
Maxime Combes,AUCHAN,Mention,Undirected
Maxime Combes,La FNSEA,Mention,Undirected
Maxime Combes,Christiane Lambert,Mention,Undirected
Maxime Combes,Élysée,Mention,Undirected
Maxime Combes,BNP Paribas Group #Vivatech,Mention,Undirected
Maxime Combes,TotalEnergies Press,Mention,Undirected
Maxime Combes,Shell,Mention,Undirected
Maxime Combes,Crédit Agricole,Mention,Undirected
Maxime Combes,t-lab,Mention,Undirected
Maxime Combes,Rousselet Yannick,Mention,Undirected
RTL France,Espoir44,Mention,Undirected
Renault France,Quentin Guillemain ✌️,Mention,Undirected
Renault France,Rousselet Yannick,Mention,Undirected
Societe Generale Group,Reclaim Finance,Mention,Undirected
Societe Generale Group,Camille Crosnier,Mention,Undirected
Societe Generale Group,Quentin Guillemain ✌️,Mention,Undirected
Societe Generale Group,David Izzo,Mention,Undirected
Societe Generale Group,Anne-Elisabeth Moutet 🇫🇷 🇺🇦,Mention,Undirected
Societe Generale Group,Rousselet Yannick,Mention,Undirected
Decathlon,Quentin Guillemain ✌️,Mention,Undirected
Decathlon,Anne-Elisabeth Moutet 🇫🇷 🇺🇦,Mention,Undirected
Bon Pote,Stacy Algrain,Mention,Undirected
Bon Pote,Nicolas,Mention,Undirected
Bon Pote,Bike Friday,Mention,Undirected
Bon Pote,Suya,Mention,Undirected
Bon Pote,Princertitude,Mention,Undirected
Bon Pote,Mediapart,Mention,Undirected
BNP Paribas Group #Vivatech,Reclaim Finance,Mention,Undirected
BNP Paribas Group #Vivatech,Corinne Reverbel 🐭,Mention,Undirected
BNP Paribas Group #Vivatech,Mathilde Panot,Mention,Undirected
BNP Paribas Group #Vivatech,350.org - France,Mention,Undirected
BNP Paribas Group #Vivatech,Ami des lobbies,Mention,Undirected
BNP Paribas Group #Vivatech,Notre Affaire à Tous,Mention,Undirected
BNP Paribas Group #Vivatech,Hugo Viel,Mention,Undirected
BNP Paribas Group #Vivatech,On Est Prêt,Mention,Undirected
BNP Paribas Group #Vivatech,Pauline 🌿✌️,Mention,Undirected
Bruno Le Maire,Teïssir,Mention,Undirected
Bruno Le Maire,J-F Julliard,Mention,Undirected
Bruno Le Maire,Delphine Batho,Mention,Undirected
Bruno Le Maire,Charles de Lacombe,Mention,Undirected
Bruno Le Maire,Hugo Viel,Mention,Undirected
Bruno Le Maire,Génération Ecologie,Mention,Undirected
Bruno Le Maire,Marine Tondelier 🇫🇷🇪🇺🌻,Mention,Undirected
Bruno Le Maire,David Glotin,Mention,Undirected
Bruno Le Maire,Verlaine,Mention,Undirected
Reclaim Finance,Crédit Mutuel,Mention,Undirected
Reclaim Finance,Groupe Crédit Agricole,Mention,Undirected
Reclaim Finance,Amundi,Mention,Undirected
Reclaim Finance,bp,Mention,Undirected
Reclaim Finance,Shell,Mention,Undirected
Reclaim Finance,Lucie Pinson,Mention,Undirected
Reclaim Finance,Crédit Agricole,Mention,Undirected
Reclaim Finance,BFM Business,Mention,Undirected
Crédit Mutuel,350.org - France,Mention,Undirected
Crédit Mutuel,Ami des lobbies,Mention,Undirected
Crédit Mutuel,Notre Affaire à Tous,Mention,Undirected
Crédit Mutuel,On Est Prêt,Mention,Undirected
Crédit Mutuel,Fabrice,Mention,Undirected
Mediapart,Lindgaard,Mention,Undirected
Pauline Rapilly Ferniot,"Syrah Chat, gj. 😡/No borders/Ni mlp/ni Macron.",Mention,Undirected
Pauline Rapilly Ferniot,Brice 🌻✌️,Mention,Undirected
Lucie Pinson,BNP Paribas Group,Mention,Undirected
Hugo Viel,Stacy Algrain,Mention,Undirected
Hugo Viel,Amundi,Mention,Undirected
Hugo Viel,La Banque Postale,Mention,Undirected
Hugo Viel,AXA France,Mention,Undirected
Stacy Algrain,StopEACOP,Mention,Undirected
Stacy Algrain,Audrey Garric,Mention,Undirected
Stacy Algrain,Barbara Pompili,Mention,Undirected
Stacy Algrain,Amundi,Mention,Undirected
Stacy Algrain,Claude Gruffat,Mention,Undirected
Notre Affaire à Tous,Sherpa,Mention,Undirected
Notre Affaire à Tous,AXA France,Mention,Undirected
Notre Affaire à Tous,Amundi,Mention,Undirected
Notre Affaire à Tous,La Banque Postale,Mention,Undirected
Notre Affaire à Tous,Marie Toussaint 🌍🌏,Mention,Undirected
Notre Affaire à Tous,350.org - France,Mention,Undirected
Notre Affaire à Tous,Alexandre Poidatz,Mention,Undirected
Notre Affaire à Tous,Résistance à l'Agression Publicitaire,Mention,Undirected
Notre Affaire à Tous,Greenpeace Paris,Mention,Undirected
Notre Affaire à Tous,Gouvernement,Mention,Undirected
Le Bolchejuif,Gertrand Cera,Mention,Undirected
Teïssir,Edina Ifticene,Mention,Undirected
Teïssir,Emma Tosini,Mention,Undirected
Teïssir,Gabriel Mazzolini,Mention,Undirected
Teïssir,Clément Sénéchal,Mention,Undirected
Teïssir,Frederic Amiel,Mention,Undirected
Celia Gautier,bp,Mention,Undirected
Maxence Cordiez,Nicolas,Mention,Undirected
Maxence Cordiez,dr qooqie 🌐 - PhD léger,Mention,Undirected
Maxence Cordiez,Princertitude,Mention,Undirected
Maxence Cordiez,Behrang Shirizadeh,Mention,Undirected
Maxence Cordiez,Konoarde,Mention,Undirected
Maxence Cordiez,Judge,Mention,Undirected
Amundi,350.org - France,Mention,Undirected
Amundi,Ami des lobbies,Mention,Undirected
Amundi,Anne-Sophie Lahaye,Mention,Undirected
Amundi,On Est Prêt,Mention,Undirected
Amundi,Fabrice,Mention,Undirected
Amundi,Pauline 🌿✌️,Mention,Undirected
Mac Lesggy 3 x 💉,Les Voix du Nucléaire,Mention,Undirected
No Pasaran (copyright @sidpics),Nicolas Raffin,Mention,Undirected
No Pasaran (copyright @sidpics),༓☾Nǟɖʏǟ🐢☽༓,Mention,Undirected
No Pasaran (copyright @sidpics),Frédéric Sergent,Mention,Undirected
Nicolas Raffin,Ires Prφbere🔻🕊,Mention,Undirected
Nicolas Raffin,༓☾Nǟɖʏǟ🐢☽༓,Mention,Undirected
Nicolas Raffin,Frédéric Sergent,Mention,Undirected
Nicolas Raffin,JPCAPDAIL,Mention,Undirected
Nicolas Raffin,Ju ت,Mention,Undirected
Edina Ifticene,École polytechnique,Mention,Undirected
Edina Ifticene,Emma Tosini,Mention,Undirected
Juggtft,Stéphane Loisel ✌,Mention,Undirected
J-F Julliard,Claude Atcher,Mention,Undirected
J-F Julliard,France Rugby,Mention,Undirected
J-F Julliard,École polytechnique,Mention,Undirected
Bastien 🌻🇪🇺🇺🇦,Володимир Зеленський,Mention,Undirected
Володимир Зеленський,ValK 💫 #InactionDirecte,Mention,Undirected
Володимир Зеленський,Julie Laernoes,Mention,Undirected
350.org - France,AXA France,Mention,Undirected
350.org - France,La Banque Postale,Mention,Undirected
350.org - France,Marie Toussaint 🌍🌏,Mention,Undirected
350.org - France,Eva Sadoun,Mention,Undirected
350.org - France,Pablo FLYE,Mention,Undirected
TotalEnergies Marketing Cameroun,Akira junior,Mention,Undirected
Groupe Crédit Agricole,~ le mouvement,Mention,Undirected
Azur_S,TotalEnergies Press,Mention,Undirected
TotalEnergies Press,Bobbin finaliste Secret Story 2018,Mention,Undirected
TotalEnergies Press,Les Echos Start,Mention,Undirected
TotalEnergies Press,POURQUOI ?,Mention,Undirected
TotalEnergies Press,Espoir44,Mention,Undirected
TotalEnergies Press,BFM Business,Mention,Undirected
TotalEnergies Press,Michel Cucchi 🇺🇦 🇪🇺✌️,Mention,Undirected
TotalEnergies Press,La FNSEA,Mention,Undirected
Lactalis,Quentin Guillemain ✌️,Mention,Undirected
Lactalis,Rousselet Yannick,Mention,Undirected
Delphine Batho,Gouvernement,Mention,Undirected
Delphine Batho,Geron Nina,Mention,Undirected
Gouvernement,Sarah Fayolle,Mention,Undirected
Gouvernement,Fernier Alexandre,Mention,Undirected
Greenpeace Paris,France Rugby,Mention,Undirected
Greenpeace Paris,Extinction Rebellion Paris / Île-de-France,Mention,Undirected
Greenpeace Paris,Claude Atcher,Mention,Undirected
Camille Crosnier,France Inter,Mention,Undirected
Camille Crosnier,BNP Paribas Group,Mention,Undirected
France Inter,Hélène Bourges,Mention,Undirected
France Inter,𝑴𝒊𝒄𝒉𝒆𝒍 𝑷𝒓𝒐𝒑𝒐𝒔 🇪🇺 #Ensemble,Mention,Undirected
Crédit Agricole,Anne-Sophie Lahaye,Mention,Undirected
Crédit Agricole,Anne-Elisabeth Moutet 🇫🇷 🇺🇦,Mention,Undirected
vert,Vanessa Nakate,Mention,Undirected
vert,Nakabuye Hilda F.,Mention,Undirected
vert,Marie Toussaint 🌍🌏,Mention,Undirected
vert,Audrey Boehly,Mention,Undirected
Vanessa Nakate,Bonaventure Bondo,Mention,Undirected
Nakabuye Hilda F.,Claude Gruffat,Mention,Undirected
Emma Tosini,Clément Sénéchal,Mention,Undirected
Emma Tosini,Gabriel Mazzolini,Mention,Undirected
StopEACOP,Nicolas Haeringer,Mention,Undirected
StopEACOP,Eva Sadoun,Mention,Undirected
StopEACOP,Pablo FLYE,Mention,Undirected
La Banque Postale,Ami des lobbies,Mention,Undirected
La Banque Postale,On Est Prêt,Mention,Undirected
La Banque Postale,Fabrice,Mention,Undirected
AXA France,Ami des lobbies,Mention,Undirected
AXA France,On Est Prêt,Mention,Undirected
AXA France,Fabrice,Mention,Undirected
AXA France,Pauline 🌿✌️,Mention,Undirected
PumP_uP_The_VolumE,Aba,Mention,Undirected
Ires Prφbere🔻🕊,Ju ت,Mention,Undirected
Barbara Pompili,Nicolas Haeringer,Mention,Undirected
France Rugby,Greenpeace Versailles,Mention,Undirected
Djoe_ 🐢,mister renard,Mention,Undirected
mister renard,Cappu Fibré,Mention,Undirected
mister renard,Махновщина,Mention,Undirected
mister renard,Eric MARTIN,Mention,Undirected
mister renard,FuryOtS,Mention,Undirected
mister renard,Maxitator,Mention,Undirected
Les Voix du Nucléaire,François Momboisse,Mention,Undirected
Les Voix du Nucléaire,Bruce,Mention,Undirected
Mister Henry,Science Infuse,Mention,Undirected
Mister Henry,Flag_of_liberty🇫🇷 Z,Mention,Undirected
Mister Henry,Mediavenir,Mention,Undirected
Mister Henry,👀,Mention,Undirected
Mister Henry,奈良シカマル ☮️,Mention,Undirected
Science Infuse,👀,Mention,Undirected
Science Infuse,奈良シカマル ☮️,Mention,Undirected
Flag_of_liberty🇫🇷 Z,👀,Mention,Undirected
Flag_of_liberty🇫🇷 Z,奈良シカマル ☮️,Mention,Undirected
Mediavenir,👀,Mention,Undirected
Mediavenir,奈良シカマル ☮️,Mention,Undirected
Anfré Antoine,Ambassade de France au Rwanda 🇫🇷🇪🇺,Mention,Undirected
François Dos Santos,Arnaud,Mention,Undirected
François Dos Santos,Le stagiaire,Mention,Undirected
François Dos Santos,Cyril Grignon,Mention,Undirected
François Dos Santos,ekWateur,Mention,Undirected
François Dos Santos,ilek,Mention,Undirected
François Dos Santos,ENGIE Particuliers,Mention,Undirected
François Dos Santos,IBERDROLA FRANCE,Mention,Undirected
François Dos Santos,Mint 🌱,Mention,Undirected
François Dos Santos,Alexis Quentin,Mention,Undirected
François Dos Santos,"radioLogique☢️, je questionne pour comprendre.",Mention,Undirected
François Dos Santos,Dragonfire 🇺🇦,Mention,Undirected
Nicolas Haeringer,Fridays For Future,Mention,Undirected
AUCHAN,Quentin Guillemain ✌️,Mention,Undirected
AUCHAN,Anne-Elisabeth Moutet 🇫🇷 🇺🇦,Mention,Undirected
Laure Ducos,La FNSEA,Mention,Undirected
La FNSEA,Christiane Lambert,Mention,Undirected
bp,jean-marie fardeau,Mention,Undirected
Shell,jean-marie fardeau,Mention,Undirected
Christiane Lambert,Christophe Grison,Mention,Undirected
👀,奈良シカマル ☮️,Mention,Undirected
Nicolas,Princertitude,Mention,Undirected
Matthieu Pechberty,BFM Business,Mention,Undirected
francoise degois,POURQUOI ?,Mention,Undirected
École polytechnique,Les Echos Start,Mention,Undirected
AXA,Anne-Elisabeth Moutet 🇫🇷 🇺🇦,Mention,Undirected
Lindgaard,Fridays For Future,Mention,Undirected
Élysée,Hélène Bourges,Mention,Undirected
Élysée,RWANDA DEMOCRATIE,Mention,Undirected
Arnaud,Cyril Grignon,Mention,Undirected
Arnaud,Le stagiaire,Mention,Undirected
Arnaud,ekWateur,Mention,Undirected
Arnaud,ilek,Mention,Undirected
Arnaud,ENGIE Particuliers,Mention,Undirected
Arnaud,IBERDROLA FRANCE,Mention,Undirected
Arnaud,Mint 🌱,Mention,Undirected
Cyril Grignon,Alexis Quentin,Mention,Undirected
Cyril Grignon,"radioLogique☢️, je questionne pour comprendre.",Mention,Undirected
Cyril Grignon,Dragonfire 🇺🇦,Mention,Undirected
Cyril Grignon,Le stagiaire,Mention,Undirected
Le stagiaire,ekWateur,Mention,Undirected
Le stagiaire,ilek,Mention,Undirected
Le stagiaire,ENGIE Particuliers,Mention,Undirected
Le stagiaire,IBERDROLA FRANCE,Mention,Undirected
Le stagiaire,Mint 🌱,Mention,Undirected
Le stagiaire,Géraldine Woessner,Mention,Undirected
Le stagiaire,Alexis Quentin,Mention,Undirected
Le stagiaire,"radioLogique☢️, je questionne pour comprendre.",Mention,Undirected
Le stagiaire,Dragonfire 🇺🇦,Mention,Undirected
ekWateur,Géraldine Woessner,Mention,Undirected
ekWateur,Alexis Quentin,Mention,Undirected
ekWateur,"radioLogique☢️, je questionne pour comprendre.",Mention,Undirected
ekWateur,Dragonfire 🇺🇦,Mention,Undirected
ilek,Géraldine Woessner,Mention,Undirected
ilek,Alexis Quentin,Mention,Undirected
ilek,"radioLogique☢️, je questionne pour comprendre.",Mention,Undirected
ilek,Dragonfire 🇺🇦,Mention,Undirected
ENGIE Particuliers,Alexis Quentin,Mention,Undirected
ENGIE Particuliers,"radioLogique☢️, je questionne pour comprendre.",Mention,Undirected
ENGIE Particuliers,Dragonfire 🇺🇦,Mention,Undirected
IBERDROLA FRANCE,Alexis Quentin,Mention,Undirected
IBERDROLA FRANCE,"radioLogique☢️, je questionne pour comprendre.",Mention,Undirected
IBERDROLA FRANCE,Dragonfire 🇺🇦,Mention,Undirected
Mint 🌱,Alexis Quentin,Mention,Undirected
Mint 🌱,"radioLogique☢️, je questionne pour comprendre.",Mention,Undirected
Mint 🌱,Dragonfire 🇺🇦,Mention,Undirected
Marie Toussaint 🌍🌏,Eurodéputé·e·s EE 🌍,Mention,Undirected
ironsat🌿,Marc-Antoine 🇨🇵,Mention,Undirected
ironsat🌿,Vilain Syndicaliste,Mention,Undirected
Marc-Antoine 🇨🇵,GeekosPES,Mention,Undirected
Marc-Antoine 🇨🇵,『Tad』,Mention,Undirected
Vilain Syndicaliste,GeekosPES,Mention,Undirected
Vilain Syndicaliste,『Tad』,Mention,Undirected
JE Saulnier,EELV,Mention,Undirected
JE Saulnier,Victor L🇫🇷🇪🇺,Mention,Undirected
Cappu Fibré,Eric MARTIN,Mention,Undirected
Eric MARTIN,Maxitator,Mention,Undirected
EELV,dr qooqie 🌐 - PhD léger,Mention,Undirected
EELV,LCI,Mention,Undirected
Fabrice Blin φ 🕊️🐢,ThePlaneTruth🐢🐢🐢🐢,Mention,Undirected
Eurodéputé·e·s EE 🌍,Frederick M 💙💛 #NUPES 💚❤️ #JeSuisAmish 🌻🇪🇺,Mention,Undirected
Konoarde,Judge,Mention,Undirected
Kogutyak Volodymyr,Geneviève Garrigos,Mention,Undirected
