timestamp,experiment_id,project_name,duration,emissions,energy_consumed,country_name,country_iso_code,region,on_cloud,cloud_provider,cloud_region
2021-11-02T19:28:11,9cb4ecd9-0998-44af-aea6-7c4335108ab0,codecarbon,26.18833827972412,0.00011610628338174334,0.00027345896863491915,France,FRA,île-de-france,N,,
2021-11-02T19:29:00,31dad151-1b6c-42ec-b8ba-f870398e76e9,codecarbon,8.275113344192505,2.630921451455865e-05,6.196469697588582e-05,France,FRA,île-de-france,N,,
2022-03-07T00:06:00,5382287c-66f1-4cd1-9f18-61a95632cea6,codecarbon,3.79508900642395,3.845365760761859e-06,9.056785940728129e-06,France,FRA,île-de-france,N,,
2022-03-07T00:14:55,18eb1dca-e88a-435f-8ba1-b66f0d99f732,codecarbon,3.692169427871704,3.351600010188704e-06,7.893845667676438e-06,France,FRA,île-de-france,N,,
2022-03-07T00:15:07,992b4335-006e-4dde-875e-4d90b3e05414,codecarbon,3.675225257873535,3.2068769259522126e-06,7.552987066399408e-06,France,FRA,île-de-france,N,,
2022-03-07T00:17:03,bc4f5369-a294-468a-b24f-f89fb0962ccb,codecarbon,3.9725756645202637,4.728189600769542e-06,1.1136054088353467e-05,France,FRA,île-de-france,N,,
2022-03-07T00:17:17,3db009b6-814a-48fa-b2a4-7685425f2538,codecarbon,3.798687219619751,3.889495778941733e-06,9.160723031002834e-06,France,FRA,île-de-france,N,,
2022-03-07T00:19:29,a64cd8a4-001f-4494-ba84-c683877713a0,codecarbon,5.071178913116455,1.0186752692773463e-05,2.3992318106901318e-05,France,FRA,île-de-france,N,,
2022-03-07T00:20:06,02aa393d-c4ae-4fe6-b953-89488aff8e2d,codecarbon,3.3369038105010986,1.508641442852611e-06,3.553223141644729e-06,France,FRA,île-de-france,N,,
2022-03-07T00:23:08,2654c890-ae5e-485c-9a6d-76b661b7c8a4,codecarbon,5.012852668762207,9.938918548917242e-06,2.340860749798782e-05,France,FRA,île-de-france,N,,
2022-03-07T00:23:37,9b98bc4f-8a03-4066-84ac-4e91338b1cd4,codecarbon,25.101835250854492,0.000110685344395742,0.00026069131867689934,France,FRA,île-de-france,N,,
2022-03-07T00:25:09,563a27e5-c2d3-4b6c-819b-d49ac15bf4d8,codecarbon,71.97389888763428,0.0003451589307518242,0.0008129345154231919,France,FRA,île-de-france,N,,
2022-03-07T00:44:29,638abb10-7ee3-4382-bd23-dbdc139eccd9,codecarbon,17.98348331451416,7.493202634641231e-05,0.00017648342575089692,France,FRA,île-de-france,N,,
2022-03-07T01:23:43,639c0032-9e64-4655-8319-78313ed78604,codecarbon,3.087505578994751,2.623947672890353e-07,6.180044726962805e-07,France,FRA,île-de-france,N,,
2022-03-07T01:24:30,e1cec7c3-6636-4b16-8a21-aa5f9b1c5ce9,codecarbon,14.443052053451538,5.723202303389242e-05,0.00013479554711333627,France,FRA,île-de-france,N,,
2022-03-07T00:11:21,1ac5e65f-4176-4946-99e0-da4021c78e58,codecarbon,223.42801356315613,0.0037292915390534868,0.013062146092113085,United States,USA,south carolina,N,,
2022-03-07T00:16:24,46281e6d-0a14-4ced-af85-04e14d39cd02,codecarbon,260.663654088974,0.0038600825682625897,0.013520252280158854,United States,USA,south carolina,N,,
2022-03-07T00:20:40,ea0f8557-a983-45fd-aee5-38a901f3c774,codecarbon,254.43718314170837,0.0037605016014072143,0.013171461866902797,United States,USA,south carolina,N,,
2022-03-07T00:24:44,7b24bdd1-8d43-4128-915e-25d910bbdac3,codecarbon,242.23820519447327,0.0038915050096193136,0.013630311929632264,United States,USA,south carolina,N,,
2022-03-07T00:29:13,a72bcb07-856f-4c10-ac12-49930bd162fe,codecarbon,268.1628837585449,0.0038967982597017145,0.013648851967372505,United States,USA,south carolina,N,,
